species,species_id_method,strain,isotype,previous_names,release,source_lab,latitude,longitude,landscape,locality_description,substrate,substrate_comments,substrate_temp,ambient_temp,ambient_humidity,associated_organism,sampled_by,isolated_by,sampling_date,notes,strain_set,issues,issue_notes,isotype_ref_strain,sequenced
Caenorhabditis elegans,,JU367,JU367,PB3.1,20160408,JU,48.98,2.23,Urban_garden,Ile-de-France,Compost,compost heap,,,,,C. Pieau,M.-A. Felix,2002-09-16,"Franconville (Val d’Oise), France. Compost heap in Claude Pieau’s garden, 16 Sept 02.",2,False,,True,True
Caenorhabditis elegans,,JU368,JU360,PB2.5,20160408,JU,48.98,2.23,Urban_garden,Ile-de-France,Compost,compost heap,,,,,C. Pieau,M.-A. Felix,2002-09-16,"Franconville (Val d’Oise), France. Compost heap in Claude Pieau’s garden, 16 Sept 02.",,False,,False,False
Caenorhabditis elegans,,JU369,JU360,PB2.4,20160408,JU,48.98,2.23,Urban_garden,Ile-de-France,Compost,compost heap,,,,,C. Pieau,M.-A. Felix,2002-09-16,"Franconville (Val d’Oise), France. Compost heap in Claude Pieau’s garden, 16 Sept 02.",,False,,False,False
Caenorhabditis elegans,,JU370,JU360,PB4.2,20160408,JU,48.98,2.23,Urban_garden,Ile-de-France,Compost,compost heap,,,,,C. Pieau,M.-A. Felix,2002-09-16,"Franconville (Val d’Oise), France. Compost heap in Claude Pieau’s garden, 16 Sept 02.",,False,,False,False
Caenorhabditis elegans,,JU371,JU367,PA3.1,20160408,JU,48.98,2.23,Urban_garden,Ile-de-France,Compost,compost heap,,,,,C. Pieau,M.-A. Felix,2002-09-16,"Franconville (Val d’Oise), France. Compost heap in Claude Pieau’s garden, 16 Sept 02.",,False,,False,False
Caenorhabditis elegans,,JU3781,JU2600,S451.2,20220216,JU,49.121,1.951,Forest,"Santeuil, France",Rotting_stem,,,,,,"M.-A. Felix, D. Riahy",M.-A. Felix,2019-10-28,Isolated from a rotting stem sampled on 28 Oct 2019 by MAF and Darius Riahy in the Santeuil wood Val d Oise France. Adult picked on 29 Oct.,,False,,False,True
Caenorhabditis elegans,,JU3782,JU2600,S452.1,20220216,JU,49.121,1.951,Forest,"Santeuil, France",Rotting_stem,,,,,,"M.-A. Felix, D. Riahy",M.-A. Felix,2019-10-28,Isolated from a rotting stem sampled on 28 Oct 2019 by MAF and Darius Riahy in the Santeuil wood Val d Oise France. 1 m South of JU3781. Adult picked on 31 Oct.,,False,,False,True
Caenorhabditis elegans,,JU3783,JU2600,S455.2,20220216,JU,49.121,1.951,Forest,"Santeuil, France",Rotting_stem,Symphytum,,,,,"M.-A. Felix, D. Riahy",M.-A. Felix,2019-10-28,Isolated from a rotting Symphytum stem sampled on 28 Oct 2019 by MAF and Darius Riahy in the Santeuil wood Val d Oise France 8 m E of S452. Adult picked on 31 Oct.,,False,,False,True
Caenorhabditis elegans,,JU3785,JU1793,,20210121,JU,49.1269,1.9595,Rural_garden,"Santeuil wood, Val d’Oise, France",Rotting_stem,Isolated from a rotting Heracleum stem,,,,,"M.-A. Felix, D. Riahy","M.-A. Felix, D. Riahy",2019-10-28,,,False,,False,True
Caenorhabditis elegans,,JU3786,JU1793,,20210121,JU,49.1269,1.9595,Rural_garden,"Santeuil wood, Val d’Oise, France",Rotting_stem,Isolated from a rotting Heracleum stem,,,,,"M.-A. Felix, D. Riahy","M.-A. Felix, D. Riahy",2019-10-28,,,False,,False,True
Caenorhabditis elegans,,JU3787,JU2600,S460.1,20220216,JU,49.121,1.951,Forest,"Santeuil, France",Rotting_stem,Symphytum,,,,,"M.-A. Felix, D. Riahy",M.-A. Felix,2019-10-28,Isolated from a rotting Symphytum stem sampled on 28 Oct 2019 by MAF and Darius Riahy in the Santeuil wood Val d Oise France,,False,,False,True
Caenorhabditis elegans,,JU3788,JU2600,S461.2,20231213,JU,49.121,1.951,Forest,"Santeuil, France",Rotting_stem,Symphytum,,,,,"M.-A. Felix, D. Riahy",M.-A. Felix,2019-10-28,Isolated from a rotting Symphytum stem sampled on 28 Oct 2019 by MAF and Darius Riahy in the Santeuil wood Val d Oise France,,False,,False,True
Caenorhabditis elegans,,JU3789,JU2600,S462.1,20220216,JU,49.121,1.951,Forest,"Santeuil, France",Rotting_stem,Symphytum,,,,,"M.-A. Felix, D. Riahy",M.-A. Felix,2019-10-28,Isolated from a rotting Symphytum stem sampled on 28 Oct 2019 by MAF and Darius Riahy in the Santeuil wood Val d Oise France,,False,,False,True
Caenorhabditis elegans,,JU3790,JU2600,S464.5,20220216,JU,49.121,1.951,Forest,"Santeuil, France",Rotting_stem,Symphytum,,,,,"M.-A. Felix, D. Riahy",M.-A. Felix,2019-10-28,Isolated from a rotting Symphytum stem sampled on 28 Oct 2019 by MAF and Darius Riahy in the Santeuil wood Val d Oise France,,False,,False,True
Caenorhabditis elegans,,JU3791,JU2600,,20210121,JU,49.1269,1.9595,Rural_garden,"Santeuil wood, Val d’Oise, France",Rotting_stem,Isolated from a rotting Symphytum stem,,,,,"M.-A. Felix, D. Riahy","M.-A. Felix, D. Riahy",2019-10-28,,,False,,False,True
Caenorhabditis elegans,,JU3792,JU2600,S467.3,20231213,JU,49.121,1.951,Forest,"Santeuil, France",Rotting_stem,Heracleum sphondylium,,,,,"M.-A. Felix, D. Riahy",M.-A. Felix,2019-10-28,Isolated from a rotting Heracleum stem sampled on 28 Oct 2019 by MAF and Darius Riahy,,False,,False,True
Caenorhabditis elegans,,JU3793,JU2600,S468.2,20220216,JU,49.121,1.951,Forest,"Santeuil, France",Rotting_stem,Asteraceae,,,,,"M.-A. Felix, D. Riahy",M.-A. Felix,2019-10-28,Isolated from a rotting Asteraceae stem sampled on 28 Oct 2019 by MAF and Darius Riahy in the Santeuil wood Val d Oise France,,False,,False,True
Caenorhabditis elegans,,JU3794,JU2600,S469.3,20220216,JU,49.121,1.951,Forest,"Santeuil, France",Rotting_stem,Symphytum,,,,,"M.-A. Felix, D. Riahy",M.-A. Felix,2019-10-28,Isolated from a rotting Symphytum stem sampled on 28 Oct 2019 by MAF and Darius Riahy in the Santeuil wood Val d Oise France,,False,,False,True
Caenorhabditis elegans,,JU3795,JU3795,,20210121,JU,49.1269,1.9595,Rural_garden,"Santeuil village, Val d’Oise, France.",Vegetal_litter/mix,Isolated from a vegetal litter heap,,,,,"M.-A. Felix, D. Riahy","M.-A. Felix, D. Riahy",2019-10-28,Same sample as JU3796-3800,,False,,True,True
Caenorhabditis elegans,,JU393,JU393,HC1.2,20160408,JU,49.28,-0.32,Rural_garden,Basse-Normandie,Compost,compost heap,,,,,A. Barriere,A. Barriere,2002-09-01,"Hermanville (Calvados), France - compost pile, Sep 02.",2,False,,True,True
Caenorhabditis elegans,,JU394,JU394,HC2.1,20160408,JU,49.28,-0.32,Rural_garden,Basse-Normandie,Compost,compost heap,,,,,A. Barriere,A. Barriere,2002-09-01,"Hermanville (Calvados), France - compost pile, Sep 02.",2,False,,True,True
Caenorhabditis elegans,,JU395,JU792,HC2.3,20160408,JU,49.28,-0.32,Rural_garden,Normandie,Compost,compost heap,,,,,A. Barriere,A. Barriere,2002-09-01,"Hermanville (Calvados), France - compost pile, Sep 02.",,False,,False,False
Caenorhabditis elegans,,JU396,JU792,HC2.4,20160408,JU,49.28,-0.32,Rural_garden,Lower Normandy,Compost,compost heap,,,,,A. Barriere,A. Barriere,2002-09-01,"Hermanville (Calvados), France - compost pile, Sep 02.",,False,,False,False
Caenorhabditis elegans,,JU397,JU397,HC6.1,20160408,JU,49.28,-0.32,Rural_garden,Basse-Normandie,Compost,compost heap,,,,,A. Barriere,A. Barriere,2002-09-01,"Hermanville (Calvados), France - compost pile, Sep 02.",3,False,,True,True
Caenorhabditis elegans,,JU398,JU397,HC4.3,20160408,JU,49.28,-0.32,Rural_garden,Lower Normandy,Compost,compost heap,,,,,A. Barriere,A. Barriere,2002-09-01,"Hermanville (Calvados), France - compost pile, Sep 02.",,False,,False,False
Caenorhabditis elegans,,JU399,JU394,HC3.1,20160408,JU,49.28,-0.32,Rural_garden,Lower Normandy,Compost,compost heap,,,,,A. Barriere,A. Barriere,2002-09-01,"Hermanville (Calvados), France - compost pile, Sep 02.",,False,,False,False
Caenorhabditis elegans,,JU400,JU394,HC3.2,20160408,JU,49.28,-0.32,Rural_garden,Lower Normandy,Compost,compost heap,,,,,A. Barriere,A. Barriere,2002-09-01,"Hermanville (Calvados), France - compost pile, Sep 02.",,False,,False,False
Caenorhabditis elegans,,JU401,JU397,HC4.4,20160408,JU,49.28,-0.32,Rural_garden,Lower Normandy,Compost,compost heap,,,,,A. Barriere,A. Barriere,2002-09-01,"Hermanville (Calvados), France - compost pile, Sep 02.",,False,,False,False
Caenorhabditis elegans,,JU402,JU397,HC5.1,20160408,JU,49.28,-0.32,Rural_garden,Normandie,Compost,compost heap,,,,,A. Barriere,A. Barriere,2002-09-01,"Hermanville (Calvados), France - compost pile, Sep 02",,False,,False,False
Caenorhabditis elegans,test cross,JU4047,JU4047,,20210121,JU,22.33305,103.87154,Rural_garden,"Sapa area, Vietnam",Rotting_stem,"rotting stem, banana",,,,,M.-A. Felix,M.-A. Felix,2019-11-30,,11,False,,True,True
Caenorhabditis elegans,test cross,JU4048,JU4047,,20210121,JU,22.33017,103.8737,Rural_garden,"Sapa area, Vietnam",Rotting_nut/pod/seed/fruit,"rotting fruit (on ground), Sechium edule",,,,,M.-A. Felix,M.-A. Felix,2019-11-30,,,False,,False,True
Caenorhabditis elegans,test cross,JU4054,JU4047,,20210121,JU,22.3231,103.88121,Rural_garden,"Sapa area, Vietnam",Rotting_nut/pod/seed/fruit,rotting fruit (on ground)rotting fruits (including Sechium edule),,,,,M.-A. Felix,M.-A. Felix,2019-11-30,,,False,,False,True
Caenorhabditis elegans,,JU406,JU406,compost4,20160408,JU,49.28,-0.32,Rural_garden,Basse-Normandie,Compost,compost heap,,,,,A. Barriere,A. Barriere,2002-12-30,"Hermanville (Calvados), France - compost pile - isolated 30 Dec 02.",2,False,,True,True
Caenorhabditis elegans,test cross,JU4067,JU4047,,20210121,JU,22.33859,103.84812,Urban_garden,"Sapa, Vietnam",Vegetal_litter/mix,"vegetal litter/mix, rotting stems and leaves of a monocot plant",,,,,M.-A. Felix,M.-A. Felix,2019-12-02,,,False,,False,True
Caenorhabditis elegans,test cross,JU4069,JU4047,,20210121,JU,22.33602,103.8421,Urban_garden,"Sapa, Vietnam",Vegetal_litter/mix,"vegetal litter/mix, mix of rotting leaves and fungi",,,,,M.-A. Felix,M.-A. Felix,2019-12-02,,,False,,False,True
Caenorhabditis elegans,,JU407,JU406,compost5,20160408,JU,49.28,-0.32,Rural_garden,Normandie,Compost,compost heap,,,,,A. Barriere,A. Barriere,2002-12-30,"Hermanville (Calvados), France - compost pile - isolated 30 Dec 02.",,False,,False,False
Caenorhabditis elegans,test cross,JU4071,JU4073,,20210121,JU,22.3352,103.8447,Botanical_garden_or_zoo,"Ham Rong Mountain Garden, Sapa, Vietnam",Rotting_flower,"rotting flower (on ground), pink flowers on ground",,,,,M.-A. Felix,M.-A. Felix,2019-12-02,,,False,,False,True
Caenorhabditis elegans,test cross,JU4072,JU4047,,20210121,JU,22.3346,103.84541,Botanical_garden_or_zoo,"Sapa, Vietnam",Rotting_flower,"flower on plant, rotting Musa coccinea? flower",,,,,M.-A. Felix,M.-A. Felix,2019-12-02,,,False,,False,True
Caenorhabditis elegans,test cross,JU4073,JU4073,,20210121,JU,22.3346,103.8454,Botanical_garden_or_zoo,"Sapa, Vietnam",Vegetal_litter/mix,"vegetal litter/mix, stems and leaves of monocot (like montbretia)",,,,,M.-A. Felix,M.-A. Felix,2019-12-02,,11,False,,True,True
Caenorhabditis elegans,test cross,JU4074,JU4073,,20210121,JU,22.33459,103.8454,Botanical_garden_or_zoo,"Sapa, Vietnam",Vegetal_litter/mix,"vegetal litter/mix, stems and leaves of monocot (large plant)",,,,,M.-A. Felix,M.-A. Felix,2019-12-02,,,False,,False,True
Caenorhabditis elegans,test cross,JU4075,JU4047,,20210121,JU,22.3343,103.8464,Botanical_garden_or_zoo,"Sapa, Vietnam",Rotting_wood,"rotting wood, rotting bark",,,,,M.-A. Felix,M.-A. Felix,2019-12-02,,,False,,False,True
Caenorhabditis elegans,test cross,JU4082,JU4082,,20210121,JU,12.10578,108.5654,Agricultural_land,"Dalat area, Vietnam",Vegetal_litter/mix,"rotting leaf, artichoke",,,,,M.-A. Felix,M.-A. Felix,2019-12-04,,11,False,,True,True
Caenorhabditis elegans,test cross,JU4085,JU4082,,20210121,JU,12.164,108.6667,Forest,"Dalat area, Vietnam",Rotting_stem,"rotting stem, reeds",,,,,M.-A. Felix,M.-A. Felix,2019-12-04,,,False,,False,True
Caenorhabditis elegans,test cross,JU4098,JU4098,,20210121,JU,11.98,108.406,Agricultural_land,"Dalat area, Vietnam",Rotting_stem,"rotting stem, banana",,,,,M.-A. Felix,M.-A. Felix,2019-12-05,,11,False,,True,True
Caenorhabditis elegans,,JU4132,JU2600,,20220216,JU,49.1269,1.9595,Rural_garden,"Santeuil, France",Rotting_stem,rotting Symphytum stem S480,,,,,M.-A. Felix,M.-A. Felix,2020-10-30,"Isolated from a rotting Symphytum stem S480 sampled on 30 Oct 2020 by MAF in Santeuil, France. Same sample as JU4168. HS3",,False,,False,True
Caenorhabditis elegans,,JU4133,JU1793,,20220216,JU,49.1269,1.9595,Rural_garden,"Santeuil, France",Rotting_stem,rotting Symphytum stem S487,,,,,M.-A. Felix,M.-A. Felix,2020-10-30,"Isolated from a rotting Symphytum stem S487 sampled on 30 Oct 2020 by MAF in Santeuil, France. HS2",,False,,False,True
Caenorhabditis elegans,,JU4134,JU2600,S491.2,20220216,JU,49.121,1.951,Forest,"Santeuil, France",Rotting_stem,Asteraceae,,,,,M.-A. Felix,M.-A. Felix,2019-10-30,Isolated from a rotting Asteraceae stem S491 sampled on 30 Oct 2020 by MAF in Santeuil France. Intestinal adhering bacteria.,,False,,False,True
Caenorhabditis elegans,,JU4135,JU2600,S492.1,20220216,JU,49.121,1.951,Forest,"Santeuil, France",Rotting_stem,Symphytum,,,,,M.-A. Felix,M.-A. Felix,2019-10-30,Isolated from a rotting Symphytum stem S492 sampled on 30 Oct 2020 by MAF in Santeuil,,False,,False,True
Caenorhabditis elegans,,JU4136,JU2600,S496.1,20220216,JU,49.121,1.951,Forest,"Santeuil, France",Rotting_stem,Symphytum,,,,,M.-A. Felix,M.-A. Felix,2019-10-30,Isolated from a rotting Symphytum stem S496 sampled on 30 Oct 2020 by MAF in Santeuil France. Same sample as JU4169. Adhering intestinal bacteria.,,False,,False,True
Caenorhabditis elegans,,JU4137,JU2600,S497.1,20231213,JU,49.121,1.951,Forest,"Santeuil, France",Fungus,likely Laetiporus sulphureaus),,,,,M.-A. Felix,M.-A. Felix,2019-10-30,Isolated from orange fungi (not rotten) on dead tree (likely Laetiporus sulphureaus) S497 sampled on 30 Oct 2020 by,,False,,False,True
Caenorhabditis elegans,,JU4138,JU2600,S499.1,20220216,JU,49.121,1.951,Forest,"Santeuil, France",Rotting_stem,Symphytum,,,,,M.-A. Felix,M.-A. Felix,2019-10-30,Isolated from a rotting Symphytum stem S499 sampled on 30 Oct 2020 by MAF in Santeuil,,False,,False,True
